UTC Time;Battery Voltage (V);Engine RPM
0000-00-00T17:10:19;13,25;3417
0000-00-00T17:10:29;13,25;3441
0000-00-00T17:10:39;13,3125;3489
0000-00-00T17:10:49;13,3125;3025
0000-00-00T17:10:59;13,1875;2433
0000-00-00T17:11:09;13,3125;2825
0000-00-00T17:11:19;13,0625;2356
0000-00-00T17:11:29;13,125;2280
0000-00-00T17:11:39;13,1875;2870
0000-00-00T17:11:49;13,1875;2750
0000-00-00T17:11:59;13,125;2492
0000-00-00T17:12:09;13,0625;2214
0000-00-00T17:12:19;13;2347
0000-00-00T17:12:29;13,1875;2789
0000-00-00T17:12:39;13,25;2967
0000-00-00T17:12:49;13,25;2942
0000-00-00T17:12:59;13,1875;2391
0000-00-00T17:13:09;12,9375;1890
0000-00-00T17:13:19;12,875;1792
0000-00-00T17:13:29;12,8125;1834
0000-00-00T17:13:39;12,75;1914
0000-00-00T17:13:49;13,0625;2997
0000-00-00T17:13:59;13;2037
0000-00-00T17:14:09;12,875;2031
0000-00-00T17:14:19;12,875;2058
0000-00-00T17:14:29;12,8125;2067
0000-00-00T17:14:39;13,0625;2251
0000-00-00T17:14:49;13,125;2257
0000-00-00T17:14:59;13,1875;2262
0000-00-00T17:15:09;13,25;2264
0000-00-00T17:15:19;13,125;1855
0000-00-00T17:15:29;13,375;2854
0000-00-00T17:15:39;13,1875;2139
0000-00-00T17:15:49;13,3125;2414
0000-00-00T17:15:59;13,375;2414
0000-00-00T17:16:09;13,3125;2399
0000-00-00T17:16:19;13,25;1755
0000-00-00T17:16:29;13,125;1796
0000-00-00T17:16:39;13,3125;1792
0000-00-00T00:00:05;13,0625;0
0000-00-00T00:00:05;13,0625;0
0000-00-00T00:00:15;13,0625;0
0000-00-00T00:00:25;13;0
0000-00-00T00:00:35;13;0
0000-00-00T00:00:45;12,9375;0
0000-00-00T00:00:55;12,9375;0
0000-00-00T00:01:05;12,9375;0
0000-00-00T00:01:15;12,9375;0
0000-00-00T00:01:25;12,9375;0
0000-00-00T00:01:35;12,875;0
0000-00-00T00:01:45;12,9375;0
0000-00-00T00:01:55;12,875;0
0000-00-00T00:02:05;12,875;0
0000-00-00T00:02:15;12,9375;0
0000-00-00T00:02:25;11,75;2129
0000-00-00T00:02:31;12,75;2076
0000-00-00T00:02:41;12,875;2042
0000-00-00T00:02:51;12,875;2081
0000-00-00T00:03:01;12,875;2093
0000-00-00T00:03:11;12,9375;2092
0000-00-00T00:00:05;13,3125;2113
0000-00-00T00:00:15;13,25;2101
0000-00-00T00:00:25;13,25;2109
0000-00-00T00:00:35;13,1875;2116
0000-00-00T00:00:45;13,3125;2129
0000-00-00T00:00:55;13,25;2161
0000-00-00T00:01:05;13,25;2127
0000-00-00T00:01:15;13,25;2166
0000-00-00T00:01:25;13,25;2156
0000-00-00T00:01:35;13,25;2160
0000-00-00T00:01:45;13,3125;2170
0000-00-00T00:01:55;13,25;2958
0000-00-00T00:02:05;13,25;2137
0000-00-00T00:02:15;13,3125;2329
0000-00-00T00:02:25;13,3125;2316
0000-00-00T00:02:35;13,3125;2331
0000-00-00T00:02:45;13,375;2338
0000-00-00T00:02:55;13,3125;2361
0000-00-00T00:03:05;13,5;2334
0000-00-00T00:03:15;13,3125;2131
0000-00-00T00:03:25;13,25;1852
0000-00-00T00:03:35;13,375;1889
0000-00-00T00:03:45;13,3125;1871
0000-00-00T00:03:55;13,3125;1881
0000-00-00T00:04:05;13,4375;1890
0000-00-00T00:04:15;13,3125;2407
0000-00-00T00:04:25;13,375;2428
0000-00-00T00:04:35;13,375;2428
0000-00-00T00:04:45;13,5;2412
0000-00-00T00:04:55;13,375;2407
0000-00-00T00:05:05;13,5;2379
0000-00-00T00:05:15;13,3125;2407
0000-00-00T00:05:25;13,375;2376
0000-00-00T00:05:35;13,3125;2374
0000-00-00T00:05:45;13,3125;2407
0000-00-00T00:05:55;13,3125;2316
0000-00-00T00:06:05;13,3125;2321
0000-00-00T00:06:15;13,375;2331
0000-00-00T00:06:25;13,3125;2356
0000-00-00T00:06:35;13,4375;3785
0000-00-00T00:06:45;13,5;4105
0000-00-00T00:06:55;13,4375;3956
0000-00-00T00:07:05;13,4375;3964
0000-00-00T00:07:15;13,3125;4002
0000-00-00T00:07:25;13,375;4064
0000-00-00T00:07:35;13,5;3177
0000-00-00T00:07:45;13,4375;2379
0000-00-00T00:07:55;13,375;2345
0000-00-00T00:08:05;13,3125;1703
0000-00-00T00:08:15;13,25;1724
0000-00-00T00:08:25;13,25;1747
0000-00-00T00:08:35;13,1875;1761
0000-00-00T00:08:45;13,1875;1734
0000-00-00T00:08:55;13,1875;1731
0000-00-00T00:09:05;13,125;1738
0000-00-00T00:09:15;13,125;1708
0000-00-00T00:09:25;13,125;1712
0000-00-00T00:09:35;13,125;1713
0000-00-00T00:09:45;12,9375;1725
0000-00-00T00:09:55;13,0625;1705
0000-00-00T00:10:05;13,25;2637
0000-00-00T00:10:15;13,1875;1763
0000-00-00T00:10:25;13,125;1766
0000-00-00T00:10:35;13,0625;1698
0000-00-00T00:10:45;13,125;1732
0000-00-00T00:10:55;13,125;1763
0000-00-00T00:11:05;13,0625;1738
0000-00-00T00:11:15;13,125;1752
0000-00-00T00:11:25;13,0625;1738
0000-00-00T00:11:35;12,9375;1737
0000-00-00T00:11:45;13,0625;1760
0000-00-00T00:11:55;13,25;3475
0000-00-00T00:12:05;13,4375;4473
0000-00-00T00:12:15;13,4375;4655
0000-00-00T00:12:25;13,375;4665
0000-00-00T00:12:35;13,4375;4655
0000-00-00T00:12:45;13,4375;4651
0000-00-00T00:12:55;13,25;4651
0000-00-00T00:13:05;13,375;4677
0000-00-00T00:13:15;13,375;4698
0000-00-00T00:13:25;13,5;4717
0000-00-00T00:13:35;13,5625;4713
0000-00-00T00:13:45;13,125;4726
0000-00-00T00:13:55;13,25;4688
0000-00-00T00:14:05;13,1875;4688
0000-00-00T00:14:15;13,125;4076
0000-00-00T00:14:25;13,25;4363
0000-00-00T00:14:35;13,25;4516
0000-00-00T00:14:45;13,125;4434
0000-00-00T00:14:55;13,25;4560
0000-00-00T00:15:05;13,3125;4433
0000-00-00T00:15:15;13,1875;4410
0000-00-00T00:15:25;13,1875;4334
0000-00-00T00:15:35;13,3125;4371
0000-00-00T00:15:45;13,3125;4254
0000-00-00T00:15:55;13,125;4262
0000-00-00T00:16:05;13,375;4216
0000-00-00T00:16:15;13,25;4207
0000-00-00T00:16:25;13,1875;4096
0000-00-00T00:16:35;13,1875;4092
0000-00-00T00:16:45;13,1875;4044
0000-00-00T00:16:55;13,1875;4087
0000-00-00T00:17:05;13,1875;4060
0000-00-00T00:17:15;13,3125;4033
0000-00-00T00:17:25;13,1875;4123
0000-00-00T00:17:35;13,3125;4060
0000-00-00T00:17:45;13,1875;4013
0000-00-00T00:17:55;13,1875;4017
0000-00-00T00:18:05;13,25;4025
0000-00-00T00:18:15;13,25;3980
0000-00-00T00:18:25;13,125;3983
0000-00-00T00:18:35;13,1875;3979
0000-00-00T00:18:45;13,1875;3972
0000-00-00T00:18:55;13,3125;3932
0000-00-00T00:19:05;13,25;3928
0000-00-00T00:19:15;13,125;3976
0000-00-00T00:19:25;13,1875;4120
0000-00-00T00:19:35;13,25;4076
0000-00-00T00:19:45;13,1875;4104
0000-00-00T00:19:55;13,25;4126
0000-00-00T00:20:05;13,3125;4123
0000-00-00T00:20:15;13,25;4104
0000-00-00T00:20:25;13,25;4068
0000-00-00T00:20:35;13,1875;3683
0000-00-00T00:20:45;13,1875;3534
0000-00-00T00:20:55;13,25;3504
0000-00-00T00:21:05;13,25;3945
0000-00-00T00:21:15;13,375;3731
0000-00-00T00:21:25;13,25;3237
0000-00-00T00:21:35;13,25;3246
0000-00-00T00:21:45;13,3125;4594
0000-00-00T00:21:55;13,25;4307
0000-00-00T00:22:05;13,375;4795
0000-00-00T00:22:15;13,25;4641
0000-00-00T00:22:25;13,25;4354
0000-00-00T00:22:35;13,1875;4354
0000-00-00T00:22:45;13,3125;4433
0000-00-00T00:22:55;13,1875;4464
0000-00-00T00:23:05;13,25;4389
0000-00-00T00:23:15;13,25;4447
0000-00-00T00:23:25;13,25;4468
0000-00-00T00:23:35;13,375;4486
0000-00-00T00:23:45;13,3125;4210
0000-00-00T00:23:55;13,1875;4096
0000-00-00T00:24:05;13,3125;2806
0000-00-00T00:24:15;13,25;4943
0000-00-00T00:24:25;13,25;3948
0000-00-00T00:24:35;13,25;3745
0000-00-00T00:24:45;13,375;3864
0000-00-00T00:24:55;13,3125;3743
0000-00-00T00:25:05;13,3125;4911
0000-00-00T00:25:15;13,1875;3905
0000-00-00T00:25:25;13,1875;3913
0000-00-00T00:25:35;13,3125;3504
0000-00-00T00:25:45;13,25;3530
0000-00-00T00:25:55;13,1875;4970
0000-00-00T00:26:05;13,125;3858
0000-00-00T00:26:15;13,4375;4781
0000-00-00T00:26:25;13,1875;4704
0000-00-00T00:26:35;13,3125;4658
0000-00-00T00:26:45;13,375;4691
0000-00-00T00:26:55;13,3125;4642
0000-00-00T00:27:05;13,25;4324
0000-00-00T00:27:15;13,1875;4259
0000-00-00T00:27:25;13,3125;4158
0000-00-00T00:27:35;13,25;4216
0000-00-00T00:27:45;13,1875;4197
0000-00-00T00:27:55;13,375;4096
0000-00-00T00:28:05;13,3125;4112
0000-00-00T00:28:15;13,1875;4347
0000-00-00T00:28:25;13,25;4112
0000-00-00T00:28:35;13,3125;4270
0000-00-00T00:28:45;13,1875;4145
0000-00-00T00:28:55;13,3125;4041
0000-00-00T00:29:05;13,1875;4092
0000-00-00T00:29:15;13,3125;4132
0000-00-00T00:29:25;13,1875;4324
0000-00-00T00:29:35;13,1875;4328
0000-00-00T00:29:45;13,1875;4328
0000-00-00T00:29:55;13,25;4088
0000-00-00T00:30:05;13,1875;4080
0000-00-00T00:30:15;13,3125;4045
0000-00-00T00:30:25;13,1875;4048
0000-00-00T00:30:35;13,1875;4165
0000-00-00T00:30:45;13,25;4177
0000-00-00T00:30:55;13,1875;3955
0000-00-00T00:31:05;13,25;3785
0000-00-00T00:31:15;13,1875;2926
0000-00-00T00:31:25;13,25;2449
0000-00-00T00:31:35;13,1875;2381
0000-00-00T00:31:45;13,125;2223
0000-00-00T00:31:55;13,25;4569
0000-00-00T00:32:05;13,1875;4693
0000-00-00T00:32:15;13,3125;4794
0000-00-00T00:32:25;13,3125;4048
0000-00-00T00:32:35;13,3125;4193
0000-00-00T00:32:45;13,1875;4205
0000-00-00T00:32:55;13,25;4490
0000-00-00T00:33:05;13,25;4184
0000-00-00T00:33:15;13,4375;4229
0000-00-00T00:33:25;13,3125;4233
0000-00-00T00:33:35;13,375;4225
0000-00-00T00:33:45;13,3125;4137
0000-00-00T00:33:55;13,4375;3979
0000-00-00T00:34:05;13,5;4338
0000-00-00T00:34:15;13,625;4389
0000-00-00T00:34:25;13,5;4419
0000-00-00T00:34:35;13,375;4575
0000-00-00T00:34:45;13,4375;4591
0000-00-00T00:34:55;13,5;4573
0000-00-00T00:35:05;13,3125;4632
0000-00-00T00:35:15;13,4375;4615
0000-00-00T00:35:25;13,4375;4679
0000-00-00T00:35:35;13,4375;4602
0000-00-00T00:35:45;13,375;4542
0000-00-00T00:35:55;13,375;4632
0000-00-00T00:36:05;13,375;4537
0000-00-00T00:36:15;13,4375;4529
0000-00-00T00:36:25;13,375;4569
0000-00-00T00:36:35;13,4375;4741
0000-00-00T00:36:45;13,4375;4710
0000-00-00T00:36:55;13,3125;4683
0000-00-00T00:37:05;13,375;4596
0000-00-00T00:37:15;13,3125;4569
0000-00-00T00:37:25;13,4375;4619
0000-00-00T00:37:35;13,5;4655
0000-00-00T00:37:45;13,375;4757
0000-00-00T00:37:55;13,5;4611
0000-00-00T00:38:05;13,3125;4628
0000-00-00T00:38:15;13,25;4628
0000-00-00T00:38:25;13,25;4546
0000-00-00T00:38:35;13,25;4512
0000-00-00T00:38:45;13,25;4525
0000-00-00T00:38:55;13,25;4376
0000-00-00T00:39:05;13,3125;4303
0000-00-00T00:39:15;13,1875;4254
0000-00-00T00:39:25;13,3125;4088
0000-00-00T00:39:35;13,25;4298
0000-00-00T00:39:45;13,3125;4203
0000-00-00T00:39:55;13,3125;4165
0000-00-00T00:40:05;13,25;4210
0000-00-00T00:40:15;13,125;4203
0000-00-00T00:40:25;13,1875;4337
0000-00-00T00:40:35;13,3125;4274
0000-00-00T00:40:45;13,1875;4316
0000-00-00T00:40:55;13,25;4276
0000-00-00T00:41:05;13,125;4278
0000-00-00T00:41:15;13,1875;4295
0000-00-00T00:41:25;13,25;4017
0000-00-00T00:41:35;13,3125;4124
0000-00-00T00:41:45;13,25;4088
0000-00-00T00:41:55;13,1875;4153
0000-00-00T00:42:05;13,125;4149
0000-00-00T00:42:15;13,1875;4105
0000-00-00T00:42:25;13,25;4064
0000-00-00T00:42:35;13,1875;4151
0000-00-00T00:42:45;13,1875;4072
0000-00-00T00:42:55;13,1875;4137
0000-00-00T00:43:05;13,1875;4132
0000-00-00T00:43:15;13,25;4138
0000-00-00T00:43:25;13,25;4128
0000-00-00T00:43:35;13,3125;4266
0000-00-00T00:43:45;13,125;4255
0000-00-00T00:43:55;13,125;4258
0000-00-00T00:44:05;13,1875;4169
0000-00-00T00:44:15;13,25;4096
0000-00-00T00:44:25;13,25;4096
0000-00-00T00:44:35;13,3125;3916
0000-00-00T00:44:45;13,1875;4012
0000-00-00T00:44:55;13,3125;3916
0000-00-00T00:45:05;13,1875;3818
0000-00-00T00:45:15;13,1875;3705
0000-00-00T00:45:25;13,3125;3381
0000-00-00T00:45:35;13,25;3748
0000-00-00T00:45:45;13,1875;3793
0000-00-00T00:45:55;13,1875;3792
0000-00-00T00:46:05;13,1875;3785
0000-00-00T00:46:15;13,3125;3785
0000-00-00T00:46:25;13,25;3818
0000-00-00T00:46:35;13,3125;3793
0000-00-00T00:46:45;13,3125;3863
0000-00-00T00:46:55;13,25;3661
0000-00-00T00:47:05;13,1875;3586
0000-00-00T00:47:15;13,1875;3486
0000-00-00T00:47:25;13,1875;3465
0000-00-00T00:47:35;13,1875;3494
0000-00-00T00:47:45;13,3125;3511
0000-00-00T00:47:55;13,1875;3504
0000-00-00T00:48:05;13,25;3465
0000-00-00T00:48:15;13,25;3458
0000-00-00T00:48:25;13,1875;3304
0000-00-00T00:48:35;13,1875;3315
0000-00-00T00:48:45;13,25;3025
0000-00-00T00:48:55;13,25;2759
0000-00-00T00:49:05;13,25;2822
0000-00-00T00:49:15;13,1875;2698
0000-00-00T00:49:25;13,125;2874
0000-00-00T00:49:35;13,25;2940
0000-00-00T00:49:45;13,1875;2617
0000-00-00T00:49:55;13,1875;2428
0000-00-00T00:50:05;13,0625;2093
0000-00-00T00:50:15;13,0625;2405
0000-00-00T00:50:25;13,125;2265
0000-00-00T00:50:35;13;2297
0000-00-00T00:50:45;13;1998
0000-00-00T00:50:55;12,8125;1712
0000-00-00T00:51:05;12,875;1745
0000-00-00T00:51:15;13,125;3336
0000-00-00T00:51:25;12,875;2210
0000-00-00T00:51:35;13,0625;2002
0000-00-00T00:51:45;13,125;1994
0000-00-00T00:51:55;13,125;2000
0000-00-00T00:52:05;13,125;1998
0000-00-00T00:52:15;13,125;1998
0000-00-00T00:52:25;13,0625;1662
0000-00-00T00:52:35;13,125;1687
0000-00-00T00:52:45;13,25;2817
0000-00-00T00:52:55;13,1875;2264
0000-00-00T00:53:05;13,375;2777
0000-00-00T00:53:15;13,25;2214
0000-00-00T00:53:25;13,1875;1720
0000-00-00T00:53:35;13,0625;1747
0000-00-00T00:53:45;13,0625;1722
0000-00-00T00:53:55;13,125;1712
0000-00-00T00:54:05;13,25;1731
0000-00-00T00:54:15;13,3125;1745
0000-00-00T00:00:05;13,0625;0
0000-00-00T00:00:15;13,0625;0
0000-00-00T00:00:25;13,0625;0
0000-00-00T00:00:35;13;0
0000-00-00T23:57:34;12,75;1785
0000-00-00T23:57:39;12,9375;1775
0000-00-00T22:55:11;13,0625;1785
0000-00-00T22:55:21;13;1764
0000-00-00T22:55:31;13,125;1819
0000-00-00T22:55:41;13,125;1819
0000-00-00T22:55:51;13,0625;1789
0000-00-00T22:56:01;13,0625;1828
0000-00-00T22:56:11;13,3125;2546
0000-00-00T22:56:21;13,125;1719
0000-00-00T22:56:31;13,4375;2869
0000-00-00T22:56:41;13,25;2103
0000-00-00T22:56:51;13,3125;2147
0000-00-00T22:57:01;13,25;2006
0000-00-00T22:57:11;13,3125;2035
0000-00-00T22:57:21;13,25;1841
0000-00-00T22:57:31;13,25;1880
0000-00-00T22:57:41;13,25;1876
0000-00-00T22:57:51;13,25;1854
0000-00-00T22:58:01;13,3125;1914
0000-00-00T22:58:11;13,375;2365
0000-00-00T22:58:21;13,5;2377
0000-00-00T22:58:31;13,5;2379
0000-00-00T22:58:41;13,375;2343
0000-00-00T22:58:51;13,375;2363
0000-00-00T22:59:01;13,375;2223
0000-00-00T22:59:11;13,3125;2761
0000-00-00T22:59:21;13,375;2837
0000-00-00T22:59:31;13,4375;2838
0000-00-00T22:59:41;13,375;2798
0000-00-00T22:59:51;13,4375;2822
0000-00-00T23:00:01;13,5;2804
0000-00-00T23:00:11;13,4375;2858
0000-00-00T23:00:21;13,3125;2838
0000-00-00T23:00:31;13,3125;2793
0000-00-00T23:00:41;13,4375;2809
0000-00-00T23:00:51;13,4375;2825
0000-00-00T23:01:01;13,375;2860
0000-00-00T23:01:11;13,4375;2814
0000-00-00T23:01:21;13,375;2855
0000-00-00T23:01:31;13,375;2825
0000-00-00T23:01:41;13,3125;2852
0000-00-00T23:01:51;13,4375;3944
0000-00-00T23:02:01;13,375;2036
0000-00-00T23:02:11;13,4375;1855
0000-00-00T23:02:21;13,3125;1846
0000-00-00T23:02:31;13,375;2466
0000-00-00T23:02:41;13,375;1839
0000-00-00T23:02:51;13,3125;1702
0000-00-00T23:03:01;13,25;1738
0000-00-00T23:03:11;13,3125;1770
0000-00-00T23:03:21;13,25;1768
0000-00-00T23:03:31;13,125;1763
0000-00-00T23:03:41;13,375;3034
0000-00-00T23:03:51;13,5;4781
0000-00-00T23:04:01;13,375;4676
0000-00-00T23:04:11;13,375;4669
0000-00-00T23:04:21;13,375;4651
0000-00-00T23:04:31;13,5625;4650
0000-00-00T23:04:41;13,4375;4699
0000-00-00T23:04:51;13,1875;4699
0000-00-00T23:05:01;13,3125;4689
0000-00-00T23:05:11;13,125;4683
0000-00-00T23:05:21;13,1875;4763
0000-00-00T23:05:31;13,1875;4854
0000-00-00T23:05:41;13,125;4896
0000-00-00T23:05:51;13,125;4777
0000-00-00T23:06:01;13,375;4605
0000-00-00T23:06:11;13,3125;4368
0000-00-00T23:06:21;13,25;4486
0000-00-00T23:06:31;13,1875;4324
0000-00-00T23:06:41;13,3125;4582
0000-00-00T23:06:51;13,25;4255
0000-00-00T23:07:01;13,1875;4270
0000-00-00T23:07:11;13,125;4260
0000-00-00T23:07:21;13,125;4262
0000-00-00T23:07:31;13,1875;4199
0000-00-00T23:07:41;13,125;4220
0000-00-00T23:07:51;13,1875;4281
0000-00-00T23:08:01;13,1875;4237
0000-00-00T23:08:11;13,25;4291
0000-00-00T23:08:21;13,1875;4341
0000-00-00T23:08:31;13,1875;4328
0000-00-00T23:08:41;13,25;4328
0000-00-00T23:08:51;13,375;4266
0000-00-00T23:09:01;13,1875;4209
0000-00-00T23:09:11;13,125;4233
0000-00-00T23:09:21;13,25;4242
0000-00-00T23:09:31;13,1875;4212
0000-00-00T23:09:41;13,25;4088
0000-00-00T23:09:51;13,1875;4132
0000-00-00T23:10:01;13,125;4141
0000-00-00T23:10:11;13,1875;4205
0000-00-00T23:10:21;13,1875;4149
0000-00-00T23:10:31;13,1875;4225
0000-00-00T23:10:41;13,25;4241
0000-00-00T23:10:51;13,25;4197
0000-00-00T23:11:01;13,1875;4220
0000-00-00T23:11:11;13,1875;4245
0000-00-00T23:11:21;13,375;4266
0000-00-00T23:11:31;13,5;4250
0000-00-00T23:11:41;13,3125;4278
0000-00-00T23:11:51;13,375;4245
0000-00-00T23:12:01;13,5625;4281
0000-00-00T23:12:11;13,4375;4254
0000-00-00T23:12:21;13,5;4174
0000-00-00T23:12:31;13,375;4076
0000-00-00T23:12:41;13,375;4789
0000-00-00T23:12:51;13,375;4838
0000-00-00T23:13:01;13,5625;4779
0000-00-00T23:13:11;13,375;4777
0000-00-00T23:13:21;13,375;4786
0000-00-00T23:13:31;13,5;4809
0000-00-00T23:13:41;13,375;4409
0000-00-00T23:13:51;13,4375;4312
0000-00-00T23:14:01;13,4375;4299
0000-00-00T23:14:11;13,4375;4295
0000-00-00T23:14:21;13,5;4307
0000-00-00T23:14:31;13,375;4354
0000-00-00T23:14:41;13,5;4415
0000-00-00T23:14:51;13,4375;4439
0000-00-00T23:15:01;13,5625;4437
0000-00-00T23:15:11;13,3125;4274
0000-00-00T23:15:21;13,4375;4241
0000-00-00T23:15:31;13,375;4307
0000-00-00T23:15:41;13,5;4219
0000-00-00T23:15:51;13,5;4331
0000-00-00T23:16:01;13,375;4295
0000-00-00T23:16:11;13,5;4337
0000-00-00T23:16:21;13,3125;4295
0000-00-00T23:16:31;13,375;4372
0000-00-00T23:16:41;13,375;4389
0000-00-00T23:16:51;13,3125;4402
0000-00-00T23:17:01;13,375;4376
0000-00-00T23:17:11;13,375;4375
0000-00-00T23:17:21;13,5;4316
0000-00-00T23:17:31;13,4375;4303
0000-00-00T23:17:41;13,4375;4262
0000-00-00T23:17:51;13,5625;4328
0000-00-00T23:18:01;13,5;4371
0000-00-00T23:18:11;13,5;4417
0000-00-00T23:18:21;13,4375;4497
0000-00-00T23:18:31;13,375;4473
0000-00-00T23:18:41;13,3125;4547
0000-00-00T23:18:51;13,5625;4614
0000-00-00T23:19:01;13,5;4341
0000-00-00T23:19:11;13,375;4389
0000-00-00T23:19:21;13,5;4397
0000-00-00T23:19:31;13,5;4334
0000-00-00T23:19:41;13,5625;4312
0000-00-00T23:19:51;13,5625;4354
0000-00-00T23:20:01;13,4375;4397
0000-00-00T23:20:11;13,375;4371
0000-00-00T23:20:21;13,25;4337
0000-00-00T23:20:31;13,25;4384
0000-00-00T23:20:41;13,25;4363
0000-00-00T23:20:51;13,25;4345
0000-00-00T23:21:01;13,25;4352
0000-00-00T23:21:11;13,3125;4316
0000-00-00T23:21:21;13,4375;4354
0000-00-00T23:21:31;13,1875;4328
0000-00-00T23:21:41;13,25;4312
0000-00-00T23:21:51;13,25;4333
0000-00-00T23:22:01;13,25;4246
0000-00-00T23:22:11;13,25;4291
0000-00-00T23:22:21;13,3125;4260
0000-00-00T23:22:31;13,125;4291
0000-00-00T23:22:41;13,25;4174
0000-00-00T23:22:51;13,1875;4188
0000-00-00T23:23:01;13,0625;4281
0000-00-00T23:23:11;13,25;4274
0000-00-00T23:23:21;13,25;4295
0000-00-00T23:23:31;13,1875;4295
0000-00-00T23:23:41;13,125;4316
0000-00-00T23:23:51;13,3125;4272
0000-00-00T23:24:01;13,25;4321
0000-00-00T23:24:11;13,25;4283
0000-00-00T23:24:21;13,25;4291
0000-00-00T23:24:31;13,3125;4262
0000-00-00T23:24:41;13,1875;4328
0000-00-00T23:24:51;13,1875;4289
0000-00-00T23:25:01;13,1875;4350
0000-00-00T23:25:11;13,3125;4406
0000-00-00T23:25:21;13,25;4289
0000-00-00T23:25:31;13,3125;4237
0000-00-00T23:25:41;13,25;4324
0000-00-00T23:25:51;13,3125;4268
0000-00-00T23:26:01;13,1875;4199
0000-00-00T23:26:11;13,3125;4312
0000-00-00T23:26:21;13,1875;4233
0000-00-00T23:26:31;13,3125;4216
0000-00-00T23:26:41;13,1875;4212
0000-00-00T23:26:51;13,3125;4217
0000-00-00T23:27:01;13,3125;4402
0000-00-00T23:27:11;13,3125;4486
0000-00-00T23:27:21;13,375;4415
0000-00-00T23:27:31;13,25;4679
0000-00-00T23:27:41;13,1875;4722
0000-00-00T23:27:51;13,125;4681
0000-00-00T23:28:01;13,3125;4702
0000-00-00T23:28:11;13,1875;4679
0000-00-00T23:28:21;13,25;4698
0000-00-00T23:28:31;13,1875;4664
0000-00-00T23:28:41;13,125;4681
0000-00-00T23:28:51;13,1875;4274
0000-00-00T23:29:01;13,1875;4328
0000-00-00T23:29:11;13,125;4341
0000-00-00T23:29:21;13,3125;4345
0000-00-00T23:29:31;13,25;4397
0000-00-00T23:29:41;13,125;4375
0000-00-00T23:29:51;13,375;4371
0000-00-00T23:30:01;13,25;4358
0000-00-00T23:30:11;13,0625;4428
0000-00-00T23:30:21;13,3125;4463
0000-00-00T23:30:31;13,375;4490
0000-00-00T23:30:41;13,4375;4278
0000-00-00T23:30:51;13,4375;4428
0000-00-00T23:31:01;13,5;4486
0000-00-00T23:31:11;13,3125;4324
0000-00-00T23:31:21;13,375;4242
0000-00-00T23:31:31;13,3125;4233
0000-00-00T23:31:41;13,3125;4266
0000-00-00T23:31:51;13,5625;4229
0000-00-00T23:32:01;13,4375;4233
0000-00-00T23:32:11;13,5;4179
0000-00-00T23:32:21;13,375;4190
0000-00-00T23:32:31;13,3125;4266
0000-00-00T23:32:41;13,3125;4268
0000-00-00T23:32:51;13,3125;4266
0000-00-00T23:33:01;13,3125;4380
0000-00-00T23:33:11;13,375;4460
0000-00-00T23:33:21;13,4375;4303
0000-00-00T23:33:31;13,375;4415
0000-00-00T23:33:41;13,4375;4450
0000-00-00T23:33:51;13,5625;4486
0000-00-00T23:34:01;13,4375;4573
0000-00-00T23:34:11;13,375;4489
0000-00-00T23:34:21;13,4375;4460
0000-00-00T23:34:31;13,375;4473
0000-00-00T23:34:41;13,4375;4516
0000-00-00T23:34:51;13,25;4512
0000-00-00T23:35:01;13,4375;4538
0000-00-00T23:35:11;13,4375;4573
0000-00-00T23:35:21;13,4375;4578
0000-00-00T23:35:31;13,3125;4564
0000-00-00T23:35:41;13,3125;4591
0000-00-00T23:35:51;13,4375;4567
0000-00-00T23:36:01;13,4375;4573
0000-00-00T23:36:11;13,625;4564
0000-00-00T23:36:21;13,4375;4602
0000-00-00T23:36:31;13,375;4424
0000-00-00T23:36:41;13,375;4389
0000-00-00T23:36:51;13,375;4422
0000-00-00T23:37:01;13,3125;4410
0000-00-00T23:37:11;13,5;4494
0000-00-00T23:37:21;13,375;4473
0000-00-00T23:37:31;13,5;4468
0000-00-00T23:37:41;13,375;4455
0000-00-00T23:37:51;13,5;4473
0000-00-00T23:38:01;13,4375;4533
0000-00-00T23:38:11;13,5;4615
0000-00-00T23:38:21;13,375;4603
0000-00-00T23:38:31;13,3125;4663
0000-00-00T23:38:41;13,4375;4628
0000-00-00T23:38:51;13,375;4455
0000-00-00T23:39:01;13,5625;4455
0000-00-00T23:39:11;13,375;4507
0000-00-00T23:39:21;13,3125;4497
0000-00-00T23:39:31;13,3125;4441
0000-00-00T23:39:41;13,4375;4258
0000-00-00T23:39:51;13,4375;3427
0000-00-00T23:40:01;13,4375;3139
0000-00-00T23:40:11;13,375;2976
0000-00-00T23:40:21;13,375;4075
0000-00-00T23:40:31;13,375;4050
0000-00-00T23:40:41;13,3125;4084
0000-00-00T23:40:51;13,5;4134
0000-00-00T23:41:01;13,4375;4037
0000-00-00T23:41:11;13,375;3901
0000-00-00T23:41:21;13,1875;3988
0000-00-00T23:41:31;13,1875;4104
0000-00-00T23:41:41;13,3125;3874
0000-00-00T23:41:51;13,25;3870
0000-00-00T23:42:01;13,25;3909
0000-00-00T23:42:11;13,25;3924
0000-00-00T23:42:21;13,25;3888
0000-00-00T23:42:31;13,1875;3996
0000-00-00T23:42:41;13,1875;3948
0000-00-00T23:42:51;13,25;3920
0000-00-00T23:43:01;13,25;3498
0000-00-00T23:43:11;13,1875;3514
0000-00-00T23:43:21;13,25;3189
